stress_axis,stress_level,split,method,mask_f1,ci95_f1,target_success,ci95_success,passive_false_attribution,effect_error,unsafe_contact,risk_upper,causal_utility
distractor_contact,1.25,combined_hard_shift,learned_correlation_classifier,0.67954,0.01084,0.51875,0.04674,0.42207,0.52520,0.20625,0.25875,0.39546
distractor_contact,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.69773,0.01059,0.55000,0.07201,0.38669,0.53369,0.17813,0.27076,0.43733
distractor_contact,1.25,combined_hard_shift,contrastive_action_flow,0.67441,0.01410,0.54063,0.03542,0.36782,0.47867,0.17500,0.23616,0.42954
distractor_contact,1.25,combined_hard_shift,world_model_flow_predictor,0.69418,0.01312,0.55000,0.06469,0.33159,0.71775,0.17500,0.24476,0.43477
distractor_contact,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.68714,0.01288,0.48125,0.06273,0.37027,0.75429,0.10938,0.25760,0.40667
distractor_contact,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.02500,0.02394,0.95350
distractor_contact,1.50,combined_hard_shift,action_direction_projection,0.53306,0.01509,0.40625,0.04744,0.59868,0.58124,0.26562,0.33293,0.23877
distractor_contact,1.50,combined_hard_shift,learned_correlation_classifier,0.65616,0.01549,0.46875,0.05324,0.47502,0.63306,0.24063,0.27994,0.32906
distractor_contact,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.67492,0.01501,0.49688,0.04784,0.43349,0.64767,0.20000,0.28899,0.37392
distractor_contact,1.50,combined_hard_shift,contrastive_action_flow,0.64604,0.01758,0.49062,0.04189,0.42712,0.61114,0.18438,0.25808,0.36890
distractor_contact,1.50,combined_hard_shift,world_model_flow_predictor,0.68080,0.01683,0.50313,0.06860,0.35253,0.80131,0.18438,0.25638,0.38724
distractor_contact,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.67568,0.01632,0.45625,0.06404,0.38823,0.82418,0.10938,0.26828,0.37932
distractor_contact,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.02500,0.02465,0.95350
ego_motion,0.00,combined_hard_shift,action_direction_projection,0.58711,0.00593,0.48750,0.05861,0.53175,0.46979,0.21250,0.28594,0.34263
ego_motion,0.00,combined_hard_shift,learned_correlation_classifier,0.74066,0.00711,0.59375,0.04831,0.33991,0.36002,0.16562,0.21658,0.49636
ego_motion,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0.77261,0.00673,0.62813,0.05281,0.27959,0.35848,0.12500,0.22493,0.55149
ego_motion,0.00,combined_hard_shift,contrastive_action_flow,0.74484,0.00719,0.64687,0.02052,0.26048,0.29800,0.12500,0.18931,0.56181
ego_motion,0.00,combined_hard_shift,world_model_flow_predictor,0.77866,0.00697,0.66563,0.05406,0.21851,0.48694,0.12812,0.19797,0.57888
ego_motion,0.00,combined_hard_shift,causal_scene_flow_model_v5,0.77148,0.00630,0.62813,0.05807,0.25426,0.52028,0.06250,0.21087,0.57355
ego_motion,0.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02166,0.95575
ego_motion,0.25,combined_hard_shift,action_direction_projection,0.58051,0.01116,0.47187,0.04955,0.50803,0.45851,0.19687,0.27867,0.34041
ego_motion,0.25,combined_hard_shift,learned_correlation_classifier,0.74405,0.01321,0.60938,0.07598,0.32869,0.34914,0.15313,0.21306,0.51453
ego_motion,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0.77034,0.01127,0.64375,0.05181,0.28107,0.34912,0.12500,0.22491,0.56220
ego_motion,0.25,combined_hard_shift,contrastive_action_flow,0.74475,0.01395,0.64687,0.03879,0.25556,0.28966,0.13437,0.18753,0.55953
ego_motion,0.25,combined_hard_shift,world_model_flow_predictor,0.77309,0.00740,0.64062,0.05573,0.22448,0.51245,0.13437,0.19902,0.55576
ego_motion,0.25,combined_hard_shift,causal_scene_flow_model_v5,0.76514,0.01035,0.61875,0.06179,0.26416,0.55230,0.06563,0.21291,0.56132
ego_motion,0.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02145,0.95575
ego_motion,0.50,combined_hard_shift,action_direction_projection,0.53655,0.01234,0.45625,0.04674,0.53762,0.46939,0.20312,0.28830,0.31427
ego_motion,0.50,combined_hard_shift,learned_correlation_classifier,0.73029,0.00928,0.57812,0.05265,0.34721,0.35993,0.16562,0.21798,0.48229
ego_motion,0.50,combined_hard_shift,calibrated_tree_flow_proxy,0.75933,0.00852,0.63438,0.04921,0.29198,0.35714,0.13125,0.22765,0.54917
ego_motion,0.50,combined_hard_shift,contrastive_action_flow,0.73118,0.00848,0.64687,0.02246,0.26768,0.29686,0.13125,0.19075,0.55579
ego_motion,0.50,combined_hard_shift,world_model_flow_predictor,0.76662,0.01037,0.65000,0.05149,0.22336,0.51525,0.13125,0.19835,0.56183
ego_motion,0.50,combined_hard_shift,causal_scene_flow_model_v5,0.75526,0.01195,0.60000,0.04638,0.26847,0.55824,0.06875,0.21336,0.54411
ego_motion,0.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02125,0.95575
ego_motion,0.75,combined_hard_shift,action_direction_projection,0.54195,0.01451,0.44688,0.04478,0.51125,0.45521,0.20625,0.27983,0.31247
ego_motion,0.75,combined_hard_shift,learned_correlation_classifier,0.73799,0.01067,0.58437,0.05169,0.34055,0.34955,0.16562,0.21554,0.48990
ego_motion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.76289,0.01050,0.65000,0.05903,0.29419,0.35155,0.14062,0.22747,0.55782
ego_motion,0.75,combined_hard_shift,contrastive_action_flow,0.73741,0.01078,0.64687,0.03170,0.27109,0.28863,0.12187,0.19070,0.56084
ego_motion,0.75,combined_hard_shift,world_model_flow_predictor,0.76493,0.01008,0.63438,0.06957,0.23415,0.52308,0.12187,0.20040,0.55296
ego_motion,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.75329,0.01048,0.60000,0.03392,0.27717,0.56086,0.07812,0.21478,0.53994
ego_motion,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02118,0.95575
ego_motion,1.00,combined_hard_shift,action_direction_projection,0.51845,0.01847,0.43438,0.07554,0.49781,0.47046,0.21875,0.27788,0.29588
ego_motion,1.00,combined_hard_shift,learned_correlation_classifier,0.73855,0.01425,0.59688,0.04784,0.32780,0.36071,0.16250,0.21288,0.50084
ego_motion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.76286,0.01241,0.62187,0.05281,0.28585,0.35590,0.12500,0.22613,0.54443
ego_motion,1.00,combined_hard_shift,contrastive_action_flow,0.73995,0.01539,0.66875,0.03056,0.26080,0.30297,0.13437,0.18868,0.57262
ego_motion,1.00,combined_hard_shift,world_model_flow_predictor,0.76053,0.01215,0.64062,0.05935,0.23532,0.54141,0.13750,0.20112,0.54952
ego_motion,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.74497,0.01165,0.58750,0.06043,0.28180,0.57856,0.07500,0.21643,0.52894
ego_motion,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02124,0.95575
ego_motion,1.25,combined_hard_shift,action_direction_projection,0.52328,0.01054,0.44375,0.03513,0.50283,0.45830,0.21250,0.27951,0.30566
ego_motion,1.25,combined_hard_shift,learned_correlation_classifier,0.73436,0.00568,0.58437,0.07134,0.33637,0.35462,0.14688,0.21571,0.49627
ego_motion,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.75965,0.00784,0.62187,0.05281,0.29751,0.35811,0.11250,0.22937,0.54683
ego_motion,1.25,combined_hard_shift,contrastive_action_flow,0.73614,0.00710,0.65312,0.03703,0.26601,0.29085,0.12812,0.19062,0.56332
ego_motion,1.25,combined_hard_shift,world_model_flow_predictor,0.75362,0.01023,0.61562,0.04836,0.25084,0.59979,0.12812,0.20514,0.52870
ego_motion,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.73907,0.01161,0.58750,0.05614,0.29795,0.63434,0.08125,0.22051,0.52009
ego_motion,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02139,0.95575
ego_motion,1.50,combined_hard_shift,action_direction_projection,0.50361,0.01500,0.41250,0.04984,0.51505,0.47493,0.22500,0.28480,0.27234
ego_motion,1.50,combined_hard_shift,learned_correlation_classifier,0.72701,0.01318,0.55937,0.03589,0.34182,0.36555,0.17188,0.21802,0.46689
ego_motion,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.74967,0.01166,0.60313,0.06775,0.30949,0.37341,0.12812,0.23317,0.52361
ego_motion,1.50,combined_hard_shift,contrastive_action_flow,0.72671,0.01201,0.63750,0.03441,0.27804,0.31291,0.13750,0.19445,0.54427
ego_motion,1.50,combined_hard_shift,world_model_flow_predictor,0.74047,0.00876,0.57188,0.06329,0.26516,0.62802,0.13125,0.20961,0.49089
ego_motion,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.73002,0.00929,0.55937,0.05038,0.31245,0.66188,0.08438,0.22484,0.49403
ego_motion,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02148,0.95575
combined,0.00,combined_hard_shift,action_direction_projection,0.87932,0.01192,0.82812,0.04403,0.19314,0.18947,0.08750,0.15464,0.75599
combined,0.00,combined_hard_shift,learned_correlation_classifier,0.91433,0.00625,0.84062,0.05038,0.11330,0.16695,0.06875,0.11825,0.78918
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0.92636,0.00566,0.87500,0.02887,0.09596,0.14771,0.04688,0.14229,0.82812
combined,0.00,combined_hard_shift,contrastive_action_flow,0.95408,0.00449,0.92500,0.02615,0.05160,0.09532,0.02813,0.09781,0.88286
combined,0.00,combined_hard_shift,world_model_flow_predictor,0.92266,0.00537,0.85938,0.03324,0.10203,0.15844,0.06875,0.13136,0.80966
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,0.88846,0.00785,0.82188,0.02895,0.15697,0.21470,0.04688,0.14484,0.77966
combined,0.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01250,0.01502,0.95800
combined,0.25,combined_hard_shift,action_direction_projection,0.70530,0.01053,0.61250,0.04584,0.43468,0.37367,0.15625,0.23266,0.49984
combined,0.25,combined_hard_shift,learned_correlation_classifier,0.85296,0.00792,0.76562,0.04209,0.18657,0.24848,0.09375,0.15145,0.69732
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0.85252,0.01025,0.75938,0.05778,0.19282,0.26215,0.09375,0.17985,0.69292
combined,0.25,combined_hard_shift,contrastive_action_flow,0.87646,0.00817,0.80312,0.04570,0.12538,0.17860,0.06875,0.13018,0.74881
combined,0.25,combined_hard_shift,world_model_flow_predictor,0.85749,0.01030,0.77187,0.05005,0.17763,0.28596,0.11563,0.16343,0.69721
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,0.84009,0.01012,0.73750,0.03560,0.22083,0.33214,0.05312,0.17562,0.68935
combined,0.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01250,0.01732,0.95800
combined,0.50,combined_hard_shift,action_direction_projection,0.57568,0.01312,0.50938,0.04749,0.52595,0.44213,0.20000,0.27678,0.36568
combined,0.50,combined_hard_shift,learned_correlation_classifier,0.77518,0.01117,0.65312,0.04696,0.26545,0.31912,0.13125,0.18905,0.57103
combined,0.50,combined_hard_shift,calibrated_tree_flow_proxy,0.79117,0.00954,0.69375,0.05614,0.24621,0.33634,0.11875,0.20915,0.61040
combined,0.50,combined_hard_shift,contrastive_action_flow,0.78384,0.01053,0.72500,0.03742,0.19439,0.24472,0.09062,0.16436,0.65020
combined,0.50,combined_hard_shift,world_model_flow_predictor,0.79454,0.01035,0.69688,0.03658,0.20807,0.43894,0.12812,0.18684,0.60967
combined,0.50,combined_hard_shift,causal_scene_flow_model_v5,0.78483,0.01028,0.63438,0.05558,0.25042,0.49089,0.07500,0.20051,0.58006
combined,0.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.01995,0.95575
combined,0.75,combined_hard_shift,action_direction_projection,0.52699,0.00745,0.42500,0.04934,0.51325,0.45404,0.21563,0.29199,0.28823
combined,0.75,combined_hard_shift,learned_correlation_classifier,0.71763,0.01270,0.59375,0.05478,0.33034,0.37026,0.16250,0.22437,0.49187
combined,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.74017,0.01006,0.60938,0.05647,0.30150,0.38403,0.13437,0.24019,0.52261
combined,0.75,combined_hard_shift,contrastive_action_flow,0.70622,0.01287,0.62500,0.04565,0.26817,0.31399,0.13750,0.20104,0.53061
combined,0.75,combined_hard_shift,world_model_flow_predictor,0.73497,0.00807,0.61250,0.05643,0.25858,0.58058,0.15000,0.21718,0.51341
combined,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.72865,0.00972,0.55000,0.05569,0.30084,0.61939,0.08125,0.23274,0.49066
combined,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02326,0.95575
combined,1.00,combined_hard_shift,action_direction_projection,0.46340,0.00618,0.33437,0.06329,0.54025,0.53008,0.23750,0.32040,0.19169
combined,1.00,combined_hard_shift,learned_correlation_classifier,0.66332,0.00905,0.48438,0.05104,0.37727,0.47479,0.19375,0.25638,0.37766
combined,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.69082,0.00678,0.56875,0.06378,0.34917,0.48103,0.17188,0.27043,0.45584
combined,1.00,combined_hard_shift,contrastive_action_flow,0.63600,0.00986,0.52812,0.03703,0.31823,0.44337,0.15625,0.23313,0.42423
combined,1.00,combined_hard_shift,world_model_flow_predictor,0.67097,0.00643,0.51875,0.05717,0.29003,0.76556,0.15625,0.24362,0.41489
combined,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.66615,0.00846,0.47813,0.06836,0.33585,0.80086,0.09688,0.26190,0.40383
combined,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.02500,0.02674,0.95350
combined,1.25,combined_hard_shift,action_direction_projection,0.40044,0.00587,0.27187,0.03985,0.57808,0.69541,0.27187,0.35419,0.10265
combined,1.25,combined_hard_shift,learned_correlation_classifier,0.59003,0.00983,0.38750,0.05789,0.44578,0.71628,0.23125,0.29604,0.25527
combined,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.62720,0.00874,0.45000,0.07595,0.42129,0.68914,0.18125,0.30837,0.33208
combined,1.25,combined_hard_shift,contrastive_action_flow,0.54196,0.01118,0.39375,0.02916,0.39334,0.73694,0.20312,0.27366,0.26383
combined,1.25,combined_hard_shift,world_model_flow_predictor,0.60644,0.00970,0.44375,0.06942,0.34575,1.00311,0.18438,0.27736,0.31535
combined,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.60866,0.00969,0.40937,0.05949,0.39567,1.01858,0.11563,0.29858,0.31359
combined,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.02500,0.03041,0.95350
combined,1.50,combined_hard_shift,action_direction_projection,0.37103,0.00483,0.22187,0.03589,0.55669,0.88953,0.28750,0.36807,0.04445
combined,1.50,combined_hard_shift,learned_correlation_classifier,0.55224,0.00837,0.32500,0.05261,0.45619,0.97285,0.26875,0.31849,0.17170
combined,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.59287,0.01101,0.38438,0.07364,0.43761,0.91939,0.22187,0.33096,0.24678
combined,1.50,combined_hard_shift,contrastive_action_flow,0.49532,0.00826,0.31562,0.05735,0.40377,1.03641,0.20625,0.29552,0.17733
combined,1.50,combined_hard_shift,world_model_flow_predictor,0.56339,0.01351,0.37500,0.04283,0.37057,1.24129,0.19062,0.30216,0.23756
combined,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.56934,0.01091,0.35000,0.06246,0.42240,1.25986,0.12812,0.32587,0.24002
combined,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.95312,0.02458,0.00000,0.00000,0.02813,0.03410,0.93706
